,,Proposition No. 94,
,,Ref on Amd to Indian Gaming Compact: Pechanga,
,, YES,NO
State Assembly District 1,,,
,Del Norte,"3,567","2,903"
,Humboldt,"19,680","22,564"
,Lake,"8,965","9,309"
,Mendocino,"11,937","16,320"
,Sonoma,"16,196","29,850"
,Trinity,"2,756","1,983"
District Totals,,"63,101","82,929"
,Percent,43.2%,56.8%
,,,
State Assembly District 2,,,
,Butte,"2,975","3,099"
,Colusa,"2,415","2,077"
,Glenn,"3,689","3,708"
,Modoc,"1,918","1,347"
,Shasta,"27,253","27,427"
,Siskiyou,"7,509","6,911"
,Sutter,"11,036","10,693"
,Tehama,"8,859","8,745"
,Yolo,"1,940","1,850"
District Totals,,"67,594","65,857"
,Percent,50.7%,49.3%
,,,
State Assembly District 3,,,
,Butte,"29,621","30,138"
,Lassen,"4,341","3,053"
,Nevada,"20,451","18,431"
,Placer,"6,012","5,470"
,Plumas,"4,239","3,699"
,Sierra,791,698
,Yuba,"7,133","6,397"
District Totals,,"72,588","67,886"
,Percent,51.7%,48.3%
,,,
State Assembly District 4,,,
,Alpine,248,217
,El Dorado,"26,042","21,834"
,Placer,"54,132","45,110"
,Sacramento,"10,087","8,693"
District Totals,,"90,509","75,854"
,Percent,54.4%,45.6%
,,,
State Assembly District 5,,,
,Placer,"4,913","3,930"
,Sacramento,"65,945","62,658"
District Totals,,"70,858","66,588"
,Percent,51.6%,48.4%
,,,
State Assembly District 6,,,
,Marin,"41,963","61,030"
,Sonoma,"23,236","40,641"
District Totals,,"65,199","101,671"
,Percent,39.1%,60.9%
,,,
State Assembly District 7,,,
,Napa,"20,146","22,816"
,Solano,"17,118","15,489"
,Sonoma,"21,461","37,962"
District Totals,,"58,725","76,267"
,Percent,43.5%,56.5%
,,,
State Assembly District 8,,,
,Solano,"39,496","33,380"
,Yolo,"23,307","24,579"
District Totals,,"62,803","57,959"
,Percent,52.0%,48.0%
,,,
State Assembly District 9,,,
,Sacramento,"45,166","48,329"
District Totals,,"45,166","48,329"
,Percent,48.3%,51.7%
,,,
State Assembly District 10,,,
,Amador,"6,582","7,708"
,El Dorado,"8,269","6,545"
,Sacramento,"38,737","35,776"
,San Joaquin,"17,485","15,535"
District Totals,,"71,073","65,564"
,Percent,52.0%,48.0%
,,,
State Assembly District 11,,,
,Contra Costa,"58,835","57,022"
District Totals,,"58,835","57,022"
,Percent,50.8%,49.2%
,,,
State Assembly District 12,,,
,San Francisco,"43,060","61,080"
,San Mateo,"5,938","6,302"
District Totals,,"48,998","67,382"
,Percent,42.1%,57.9%
,,,
State Assembly District 13,,,
,San Francisco,"56,201","87,594"
District Totals,,"56,201","87,594"
,Percent,39.1%,60.9%
,,,
State Assembly District 14,,,
,Alameda,"24,406","42,905"
,Contra Costa,"38,210","46,595"
District Totals,,"62,616","89,500"
,Percent,41.2%,58.8%
,,,
State Assembly District 15,,,
,Alameda,"14,568","13,695"
,Contra Costa,"55,340","50,765"
,Sacramento,"16,580","14,009"
,San Joaquin,"2,540","2,118"
District Totals,,"89,028","80,587"
,Percent,52.5%,47.5%
,,,
State Assembly District 16,,,
,Alameda,"49,313","65,810"
District Totals,,"49,313","65,810"
,Percent,42.8%,57.2%
,,,
State Assembly District 17,,,
,Merced,"22,870","17,099"
,San Joaquin,"18,928","15,768"
,Stanislaus,"1,235","1,007"
District Totals,,"43,033","33,874"
,Percent,56.0%,44.0%
,,,
State Assembly District 18,,,
,Alameda,"53,627","54,426"
District Totals,,"53,627","54,426"
,Percent,49.6%,50.4%
,,,
State Assembly District 19,,,
,San Mateo,"58,645","66,094"
District Totals,,"58,645","66,094"
,Percent,47.0%,53.0%
,,,
State Assembly District 20,,,
,Alameda,"44,164","41,498"
,Santa Clara,"7,366","5,818"
District Totals,,"51,530","47,316"
,Percent,52.1%,47.9%
,,,
State Assembly District 21,,,
,San Mateo,"29,280","34,075"
,Santa Clara,"39,487","41,897"
District Totals,,"68,767","75,972"
,Percent,47.5%,52.5%
,,,
State Assembly District 22,,,
,Santa Clara,"52,426","51,704"
District Totals,,"52,426","51,704"
,Percent,50.3%,49.7%
,,,
State Assembly District 23,,,
,Santa Clara,"39,194","32,116"
District Totals,,"39,194","32,116"
,Percent,55.0%,45.0%
,,,
State Assembly District 24,,,
,Santa Clara,"65,541","59,041"
District Totals,,"65,541","59,041"
,Percent,52.6%,47.4%
,,,
