,,Proposition No. 95,
,,Ref on Amd to Indian Gaming Compact: Morongo,
,, YES,NO
State Assembly District 1,,,
,Del Norte,"3,556","2,920"
,Humboldt,"19,667","22,557"
,Lake,"8,985","9,296"
,Mendocino,"11,921","16,365"
,Sonoma,"16,266","29,858"
,Trinity,"2,758","1,986"
District Totals,,"63,153","82,982"
,Percent,43.2%,56.8%
,,,
State Assembly District 2,,,
,Butte,"2,972","3,116"
,Colusa,"2,405","2,089"
,Glenn,"3,697","3,716"
,Modoc,"1,921","1,336"
,Shasta,"27,267","27,433"
,Siskiyou,"7,524","6,879"
,Sutter,"11,053","10,667"
,Tehama,"8,897","8,718"
,Yolo,"1,955","1,837"
District Totals,,"67,691","65,791"
,Percent,50.7%,49.3%
,,,
State Assembly District 3,,,
,Butte,"29,736","30,131"
,Lassen,"4,366","3,041"
,Nevada,"20,493","18,435"
,Placer,"6,028","5,460"
,Plumas,"4,232","3,695"
,Sierra,797,690
,Yuba,"7,159","6,383"
District Totals,,"72,811","67,835"
,Percent,51.8%,48.2%
,,,
State Assembly District 4,,,
,Alpine,244,221
,El Dorado,"26,179","21,841"
,Placer,"54,315","45,048"
,Sacramento,"10,063","8,686"
District Totals,,"90,801","75,796"
,Percent,54.5%,45.5%
,,,
State Assembly District 5,,,
,Placer,"4,952","3,900"
,Sacramento,"65,957","62,436"
District Totals,,"70,909","66,336"
,Percent,51.7%,48.3%
,,,
State Assembly District 6,,,
,Marin,"41,515","60,408"
,Sonoma,"23,231","40,699"
District Totals,,"64,746","101,107"
,Percent,39.0%,61.0%
,,,
State Assembly District 7,,,
,Napa,"20,126","22,808"
,Solano,"17,176","15,572"
,Sonoma,"21,458","38,017"
District Totals,,"58,760","76,397"
,Percent,43.5%,56.5%
,,,
State Assembly District 8,,,
,Solano,"39,608","33,498"
,Yolo,"23,291","24,600"
District Totals,,"62,899","58,098"
,Percent,52.0%,48.0%
,,,
State Assembly District 9,,,
,Sacramento,"45,089","48,232"
District Totals,,"45,089","48,232"
,Percent,48.3%,51.7%
,,,
State Assembly District 10,,,
,Amador,"6,581","7,738"
,El Dorado,"8,309","6,555"
,Sacramento,"38,718","35,645"
,San Joaquin,"17,538","15,554"
District Totals,,"71,146","65,492"
,Percent,52.1%,47.9%
,,,
State Assembly District 11,,,
,Contra Costa,"57,590","56,466"
District Totals,,"57,590","56,466"
,Percent,50.5%,49.5%
,,,
State Assembly District 12,,,
,San Francisco,"42,814","61,059"
,San Mateo,"5,940","6,323"
District Totals,,"48,754","67,382"
,Percent,42.0%,58.0%
,,,
State Assembly District 13,,,
,San Francisco,"55,834","87,647"
District Totals,,"55,834","87,647"
,Percent,38.9%,61.1%
,,,
State Assembly District 14,,,
,Alameda,"24,437","42,799"
,Contra Costa,"37,316","45,860"
District Totals,,"61,753","88,659"
,Percent,41.1%,58.9%
,,,
State Assembly District 15,,,
,Alameda,"14,556","13,705"
,Contra Costa,"54,505","50,022"
,Sacramento,"16,583","13,978"
,San Joaquin,"2,529","2,136"
District Totals,,"88,173","79,841"
,Percent,52.5%,47.5%
,,,
State Assembly District 16,,,
,Alameda,"49,170","65,751"
District Totals,,"49,170","65,751"
,Percent,42.8%,57.2%
,,,
State Assembly District 17,,,
,Merced,"22,833","17,078"
,San Joaquin,"18,944","15,832"
,Stanislaus,"1,243","1,004"
District Totals,,"43,020","33,914"
,Percent,55.9%,44.1%
,,,
State Assembly District 18,,,
,Alameda,"53,583","54,393"
District Totals,,"53,583","54,393"
,Percent,49.6%,50.4%
,,,
State Assembly District 19,,,
,San Mateo,"58,660","66,030"
District Totals,,"58,660","66,030"
,Percent,47.0%,53.0%
,,,
State Assembly District 20,,,
,Alameda,"44,141","41,434"
,Santa Clara,"7,374","5,804"
District Totals,,"51,515","47,238"
,Percent,52.2%,47.8%
,,,
State Assembly District 21,,,
,San Mateo,"29,290","34,041"
,Santa Clara,"39,418","41,878"
District Totals,,"68,708","75,919"
,Percent,47.5%,52.5%
,,,
State Assembly District 22,,,
,Santa Clara,"52,339","51,692"
District Totals,,"52,339","51,692"
,Percent,50.3%,49.7%
,,,
State Assembly District 23,,,
,Santa Clara,"39,085","32,060"
District Totals,,"39,085","32,060"
,Percent,54.9%,45.1%
,,,
State Assembly District 24,,,
,Santa Clara,"65,364","59,095"
District Totals,,"65,364","59,095"
,Percent,52.5%,47.5%
,,,
State Assembly District 25,,,
,Calaveras,"9,496","7,292"
,Madera,"9,775","7,733"
,Mariposa,"3,806","3,270"
,Mono,"1,883","1,392"
,Stanislaus,"33,162","28,161"
,Tuolumne,"11,704","7,984"
District Totals,,"69,826","55,832"
,Percent,55.6%,44.4%
,,,
State Assembly District 26,,,
,San Joaquin,"29,744","26,007"
,Stanislaus,"19,112","16,186"
District Totals,,"48,856","42,193"
,Percent,53.7%,46.3%
,,,
State Assembly District 27,,,
,Monterey,"29,033","18,961"
,Santa Clara,"8,721","6,933"
,Santa Cruz,"38,089","36,605"
District Totals,,"75,843","62,499"
,Percent,54.8%,45.2%
,,,
State Assembly District 28,,,
,Monterey,"19,968","12,555"
,San Benito,"7,587","5,832"
,Santa Clara,"10,946","9,479"
,Santa Cruz,"5,770","4,466"
District Totals,,"44,271","32,332"
,Percent,57.8%,42.2%
,,,
