,,Proposition 48,
,,"Indian Gaming
Compacts
Referendum",
,, Yes,No
Assembly District 1,,,
,Butte,"2,181","4,324"
,Lassen,"2,779","3,807"
,Modoc,732,"2,051"
,Nevada,"12,214","24,492"
,Placer,"6,132","12,832"
,Plumas,"2,366","4,560"
,Shasta,"16,625","38,346"
,Sierra,572,919
,Siskiyou,"5,612","7,758"
District Totals,,"49,213","99,089"
,Percent,33.2%,66.8%
,,,
Assembly District 2,,,
,Del Norte,"3,217","3,532"
,Humboldt,"17,251","17,793"
,Mendocino,"8,775","14,064"
,Sonoma,"20,103","40,506"
,Trinity,"1,129","2,548"
District Totals,,"50,475","78,443"
,Percent,39.2%,60.8%
,,,
Assembly District 3,,,
,Butte,"18,803","33,649"
,Colusa,673,"1,680"
,Glenn,"1,586","4,298"
,Sutter,"7,356","12,156"
,Tehama,"4,433","10,674"
,Yuba,"4,856","7,227"
District Totals,,"37,707","69,684"
,Percent,35.1%,64.9%
,,,
Assembly District 4,,,
,Colusa,459,"1,260"
,Lake,"6,167","10,997"
,Napa,"11,103","25,338"
,Solano,"2,608","5,249"
,Sonoma,"5,666","10,873"
,Yolo,"12,977","21,228"
District Totals,,"38,980","74,945"
,Percent,34.2%,65.8%
,,,
Assembly District 5,,,
,Alpine,213,222
,Amador,"3,351","9,218"
,Calaveras,"5,627","9,502"
,El Dorado,"12,608","24,648"
,Madera,"12,887","13,841"
,Mariposa,"2,070","4,295"
,Mono,"1,218","1,740"
,Placer,"2,538","5,111"
,Tuolumne,"5,924","10,479"
District Totals,,"46,436","79,056"
,Percent,37.0%,63.0%
,,,
Assembly District 6,,,
,El Dorado,"6,764","13,643"
,Placer,"27,734","54,373"
,Sacramento,"13,458","26,877"
District Totals,,"47,956","94,893"
,Percent,33.6%,66.4%
,,,
Assembly District 7,,,
,Sacramento,"30,911","45,760"
,Yolo,"3,418","5,489"
District Totals,,"34,329","51,249"
,Percent,40.1%,59.9%
,,,
Assembly District 8,,,
,Sacramento,"38,110","70,409"
District Totals,,"38,110","70,409"
,Percent,35.1%,64.9%
,,,
Assembly District 9,,,
,Sacramento,"30,513","47,841"
,San Joaquin,"5,342","10,119"
District Totals,,"35,855","57,960"
,Percent,38.2%,61.8%
,,,
Assembly District 10,,,
,Marin,"30,217","50,825"
,Sonoma,"19,390","37,959"
District Totals,,"49,607","88,784"
,Percent,35.8%,64.2%
,,,
Assembly District 11,,,
,Contra Costa,"15,004","26,078"
,Sacramento,314,687
,Solano,"19,661","28,708"
District Totals,,"34,979","55,473"
,Percent,38.7%,61.3%
,,,
Assembly District 12,,,
,San Joaquin,"11,219","20,570"
,Stanislaus,"20,796","39,631"
District Totals,,"32,015","60,201"
,Percent,34.7%,65.3%
,,,
Assembly District 13,,,
,San Joaquin,"27,555","38,564"
District Totals,,"27,555","38,564"
,Percent,41.7%,58.3%
,,,
Assembly District 14,,,
,Contra Costa,"25,499","44,466"
,Solano,"11,845","18,207"
District Totals,,"37,344","62,673"
,Percent,37.3%,62.7%
,,,
Assembly District 15,,,
,Alameda,"34,746","41,556"
,Contra Costa,"18,501","28,867"
District Totals,,"53,247","70,423"
,Percent,43.1%,56.9%
,,,
Assembly District 16,,,
,Alameda,"16,815","33,093"
,Contra Costa,"27,864","55,781"
District Totals,,"44,679","88,874"
,Percent,33.5%,66.5%
,,,
Assembly District 17,,,
,San Francisco,"55,012","60,790"
District Totals,,"55,012","60,790"
,Percent,47.5%,52.5%
,,,
Assembly District 18,,,
,Alameda,"41,748","54,528"
District Totals,,"41,748","54,528"
,Percent,43.4%,56.6%
,,,
Assembly District 19,,,
,San Francisco,"35,207","48,720"
,San Mateo,"6,974","10,334"
District Totals,,"42,181","59,054"
,Percent,41.7%,58.3%
,,,
Assembly District 20,,,
,Alameda,"28,836","46,854"
District Totals,,"28,836","46,854"
,Percent,38.1%,61.9%
,,,
Assembly District 21,,,
,Merced,"14,273","22,429"
,Stanislaus,"9,916","17,687"
District Totals,,"24,189","40,116"
,Percent,37.6%,62.4%
,,,
Assembly District 22,,,
,San Mateo,"38,006","66,358"
District Totals,,"38,006","66,358"
,Percent,36.4%,63.6%
,,,
Assembly District 23,,,
,Fresno,"36,193","63,768"
,Tulare,593,"1,309"
District Totals,,"36,786","65,077"
,Percent,36.1%,63.9%
,,,
Assembly District 24,,,
,San Mateo,"10,973","18,710"
,Santa Clara,"29,160","49,820"
District Totals,,"40,133","68,530"
,Percent,36.9%,63.1%
,,,
Assembly District 25,,,
,Alameda,"9,268","15,980"
,Santa Clara,"20,758","34,318"
District Totals,,"30,026","50,298"
,Percent,37.4%,62.6%
,,,
Assembly District 26,,,
,Inyo,"1,703","3,511"
,Kern,"1,604","2,700"
,Tulare,"18,637","39,207"
District Totals,,"21,944","45,418"
,Percent,32.6%,67.4%
,,,
Assembly District 27,,,
,Santa Clara,"28,748","39,805"
District Totals,,"28,748","39,805"
,Percent,41.9%,58.1%
,,,
Assembly District 28,,,
,Santa Clara,"43,003","73,021"
District Totals,,"43,003","73,021"
,Percent,37.1%,62.9%
,,,
Assembly District 29,,,
,Monterey,"22,706","19,739"
,Santa Clara,"8,276","13,631"
,Santa Cruz,"32,198","26,964"
District Totals,,"63,180","60,334"
,Percent,51.2%,48.8%
,,,
Assembly District 30,,,
,Monterey,"15,052","13,177"
,San Benito,"6,595","6,396"
,Santa Clara,"8,022","13,309"
,Santa Cruz,"4,396","3,675"
District Totals,,"34,065","36,557"
,Percent,48.2%,51.8%
,,,
Assembly District 31,,,
,Fresno,"21,478","33,407"
District Totals,,"21,478","33,407"
,Percent,39.1%,60.9%
,,,
Assembly District 32,,,
,Kern,"9,766","15,952"
,Kings,"6,728","15,170"
District Totals,,"16,494","31,122"
,Percent,34.6%,65.4%
,,,
Assembly District 33,,,
,San Bernardino,"26,501","43,047"
District Totals,,"26,501","43,047"
,Percent,38.1%,61.9%
,,,
Assembly District 34,,,
,Kern,"30,712","62,585"
District Totals,,"30,712","62,585"
,Percent,32.9%,67.1%
,,,
Assembly District 35,,,
,San Luis Obispo,"38,143","41,551"
,Santa Barbara,"19,112","18,225"
District Totals,,"57,255","59,776"
,Percent,48.9%,51.1%
,,,
Assembly District 36,,,
,Kern,"2,656","4,359"
,Los Angeles,"22,163","35,242"
,San Bernardino,"1,471","2,575"
District Totals,,"26,290","42,176"
,Percent,38.4%,61.6%
,,,
Assembly District 37,,,
,San Luis Obispo,0,0
,Santa Barbara,"29,886","35,154"
,Ventura,"24,544","34,029"
District Totals,,"54,430","69,183"
,Percent,44.0%,56.0%
,,,
Assembly District 38,,,
,Los Angeles,"24,350","41,225"
,Ventura,"10,816","18,771"
District Totals,,"35,166","59,996"
,Percent,37.0%,63.0%
,,,
Assembly District 39,,,
,Los Angeles,"19,685","29,482"
District Totals,,"19,685","29,482"
,Percent,40.0%,60.0%
,,,
Assembly District 40,,,
,San Bernardino,"24,890","45,082"
District Totals,,"24,890","45,082"
,Percent,35.6%,64.4%
,,,
Assembly District 41,,,
,Los Angeles,"32,168","50,782"
,San Bernardino,"7,364","14,680"
District Totals,,"39,532","65,462"
,Percent,37.7%,62.3%
,,,
Assembly District 42,,,
,Riverside,"34,639","40,016"
,San Bernardino,"8,038","15,071"
District Totals,,"42,677","55,087"
,Percent,43.7%,56.3%
,,,
Assembly District 43,,,
,Los Angeles,"32,935","43,176"
District Totals,,"32,935","43,176"
,Percent,43.3%,56.7%
,,,
Assembly District 44,,,
,Los Angeles,"1,067","1,622"
,Ventura,"41,490","61,790"
District Totals,,"42,557","63,412"
,Percent,40.2%,59.8%
,,,
Assembly District 45,,,
,Los Angeles,"30,892","46,367"
,Ventura,255,328
District Totals,,"31,147","46,695"
,Percent,40.0%,60.0%
,,,
Assembly District 46,,,
,Los Angeles,"28,846","33,885"
District Totals,,"28,846","33,885"
,Percent,46.0%,54.0%
,,,
Assembly District 47,,,
,San Bernardino,"16,375","27,429"
District Totals,,"16,375","27,429"
,Percent,37.4%,62.6%
,,,
Assembly District 48,,,
,Los Angeles,"19,820","35,355"
District Totals,,"19,820","35,355"
,Percent,35.9%,64.1%
,,,
Assembly District 49,,,
,Los Angeles,"19,213","32,859"
District Totals,,"19,213","32,859"
,Percent,36.9%,63.1%
,,,
Assembly District 50,,,
,Los Angeles,"51,319","54,529"
District Totals,,"51,319","54,529"
,Percent,48.5%,51.5%
,,,
Assembly District 51,,,
,Los Angeles,"23,198","26,541"
District Totals,,"23,198","26,541"
,Percent,46.6%,53.4%
,,,
Assembly District 52,,,
,Los Angeles,"5,070","8,588"
,San Bernardino,"11,258","22,113"
District Totals,,"16,328","30,701"
,Percent,34.7%,65.3%
,,,
Assembly District 53,,,
,Los Angeles,"15,381","17,619"
District Totals,,"15,381","17,619"
,Percent,46.6%,53.4%
,,,
Assembly District 54,,,
,Los Angeles,"38,160","44,506"
District Totals,,"38,160","44,506"
,Percent,46.2%,53.8%
,,,
Assembly District 55,,,
,Los Angeles,"8,419","14,356"
,Orange,"16,772","31,804"
,San Bernardino,"4,806","9,164"
District Totals,,"29,997","55,324"
,Percent,35.2%,64.8%
,,,
Assembly District 56,,,
,Imperial,"8,836","11,292"
,Riverside,"21,514","18,250"
District Totals,,"30,350","29,542"
,Percent,50.7%,49.3%
,,,
Assembly District 57,,,
,Los Angeles,"22,436","40,037"
District Totals,,"22,436","40,037"
,Percent,35.9%,64.1%
,,,
Assembly District 58,,,
,Los Angeles,"21,130","34,435"
District Totals,,"21,130","34,435"
,Percent,38.0%,62.0%
,,,
Assembly District 59,,,
,Los Angeles,"10,788","19,925"
District Totals,,"10,788","19,925"
,Percent,35.1%,64.9%
,,,
Assembly District 60,,,
,Riverside,"20,539","36,516"
District Totals,,"20,539","36,516"
,Percent,36.0%,64.0%
,,,
Assembly District 61,,,
,Riverside,"22,516","36,338"
